timestamp,value
1556886521.699383,87.5628
1556886609.718308,87.5628
1556886814.711392,87.5628
1556886938.709973,87.5201
1556886994.70074,87.50586666666668
1556887051.697518,87.49875
1556887112.719127,87.49875
1556887176.705968,87.488075
1556887231.705559,87.4774
1556887426.71063,87.45609999999999
1556887484.709855,87.4348
1556887533.699684,87.40633333333334
1556887594.707891,87.40633333333334
1556887695.715461,87.3494
1556887732.704759,87.37075
1556887778.714808,87.32093333333334
1556887896.702559,87.33516666666667
1556888002.711253,87.3921
1556888038.710554,87.3494
1556888085.709941,87.3494
1556888183.706947,87.3494
1556888529.7019,87.3921
1556888603.700719,87.3921
1556888660.708513,87.4348
1556888763.698416,87.3921
1556888930.705022,87.41345
1556888985.702857,87.41345
1556889036.711493,87.42056666666667
1556889131.701198,87.41345
1556889151.701585,87.4348
1556889332.716581,87.45609999999999
1556889440.714422,87.4348
1556889450.714485,87.44545
1556889519.714246,87.4774
1556889654.710824,87.49163333333333
1556889704.711606,87.50942500000001
1556889754.712153,87.49875
1556890008.714233,87.54145
1556890068.71501,87.5628
1556890118.715547,87.5628
1556890260.709877,87.5912
1556890405.697723,87.6054
1556890454.715998,87.6054
1556890474.716231,87.6054
1556890685.704328,87.6054
1556890728.712245,87.6054
1556890869.708741,87.63386666666668
1556890912.708208,87.62675
1556890952.711365,87.6481
1556891013.716882,87.6481
1556891223.713384,87.6908
1556891297.701602,87.7334
1556891347.702551,87.7334
1556891546.716753,87.7761
1556891566.716855,87.75475
1556891675.705238,87.75475
1556891733.71369,87.75475
1556891807.703307,87.74763333333334
1556891887.711475,87.75475
1556892004.699143,87.7334
1556892095.697897,87.7761
1556892160.715824,87.76186666666666
1556892213.706263,87.7761
1556892407.701678,87.8188
1556892499.711806,87.7761
1556892600.700195,87.79745
1556892630.701741,87.81026
1556892695.717215,87.79745
1556892750.705741,87.79745
1556892893.712654,87.8188
1556893138.709909,87.8188
1556893247.720961,87.829475
1556893304.716561,87.84015
1556893414.713973,87.8828
1556893479.704009,87.88990000000001
1556893553.702325,87.8615
1556893715.698777,87.9041
1556893801.707007,87.92545
1556893868.715316,87.92545
1556893941.705333,87.9895
1556893952.705767,87.96388
1556894025.712629,87.9468
1556894070.712271,88.0108
1556894156.702927,87.9895
1556894196.705668,88.04633333333334
1556894360.717579,88.1175
1556894531.70895,88.1175
1556894584.713056,88.1175
1556894653.711729,88.1601
1556894687.701469,88.18145
1556894750.700327,88.18145
1556894884.699166,88.1388
1556894962.70648,88.1175
1556894972.707364,88.1601
1556895081.714282,88.1601
1556895091.71435,88.2028
1556895192.702952,88.2455
1556895234.703432,88.2455
1556895467.717616,88.2455
1556895515.716462,88.26685
1556895603.705937,88.3308
1556895667.704981,88.3308
1556895778.703499,88.52285
1556895837.700763,88.5655
1556895878.710038,88.6295
1556895967.702056,88.65084999999999
1556896071.717208,88.6722
1556896134.715255,88.70066666666666
1556896173.706078,88.6722
1556896233.703878,88.7291
1556896366.701688,88.7291
1556896438.710571,88.7362
1556896504.709724,88.77885
1556896534.710077,88.77885
1556896597.709698,88.77884999999999
1556896669.706438,88.70066666666666
1556896811.703547,88.5442
1556896831.70358,88.5655
1556896905.712183,88.5015
1556896956.701754,88.47303333333332
1556897014.71121,88.4588
1556897128.745574,88.4588
1556897149.699645,88.38773333333334
1556897208.706918,88.3308
1556897252.715351,88.2882
1556897312.717225,88.35215
1556897383.705615,88.37349999999999
1556897435.712903,88.4162
1556897573.712503,88.4446
1556897662.698306,88.4162
1556897672.698369,88.41616666666668
1556897771.720157,88.5868
1556897822.715193,88.6295
1556897852.715528,88.64373333333333
1556897956.70308,88.65084999999999
1556897976.704529,88.6722
1556898087.710733,88.7149
1556898107.711336,88.69355
1556898215.719515,88.6722
1556898300.697974,88.7149
1556898380.706641,88.6722
1556898390.706701,88.6722
1556898568.711895,88.6722
1556898692.70038,88.5868
1556898826.698,88.6722
1556898908.716135,88.6295
1556898953.706215,88.65084999999999
1556899013.703885,88.5868
1556899085.714951,88.5868
1556899196.712467,88.5442
1556899280.710934,88.5015
1556899290.711169,88.52996666666667
1556899581.706219,88.4588
1556899591.7064,88.4375
1556899680.711859,88.3735
1556899767.701435,88.3308
1556899871.709725,88.3095
1556899922.698578,88.3095
1556899982.699391,88.35215
1556900017.706478,88.3308
1556900241.703245,88.2882
1556900273.711157,88.2455
1556900330.700404,88.2028
1556900370.70105,88.2028
1556900523.706754,88.18145
1556900621.714719,88.10326666666667
1556900735.704107,88.1175
1556901010.708656,87.92545
1556901039.698308,87.9041
1556901094.708605,87.8615
1556901181.715214,87.8188
1556901211.715554,87.7761
1556901276.713204,87.7334
1556901362.704949,87.7334
1556901437.710378,87.6481
1556901452.709842,87.6054
1556901543.708765,87.4774
1556901797.713478,87.3067
1556901826.704022,87.2641
1556901917.711626,87.2214
1556902004.710676,87.20005
1556902056.698885,87.1574
1556902181.710994,87.1361
1556902265.706972,87.1361
1556902326.713805,87.0507
1556902398.713312,87.0081
1556902430.712239,86.8374
1556902541.709613,86.76623333333333
1556902625.708329,86.7094
1556902711.698087,86.68093333333333
1556902799.695818,86.624
1556902867.713749,86.6667
1556902969.712205,86.58136666666667
1556903097.709325,86.4533
1556903140.712267,86.4107
1556903216.698729,86.368
1556903253.6985,86.32535
1556903360.69558,86.1973
1556903390.713835,86.357325
1556903477.702826,86.56005
1556903517.701744,86.56005
1556903649.699481,86.4533
1556903676.709158,86.4249
1556903743.698715,86.26135
1556903877.695381,86.04795
1556903917.696248,86.02664999999999
1556904002.713251,85.9413
1556904037.71218,85.89865
1556904116.70053,85.83465000000001
1556904167.709375,85.8133
1556904249.709667,85.7706
1556904367.695488,85.5786
1556904415.695821,85.49325
1556904463.695346,85.47193333333333
1556904513.696961,85.53595
1556904621.701513,85.4719
1556904707.709106,85.55727499999999
1556904767.698319,85.53595
1556904837.706936,85.4719
1556904897.698695,85.49325
1556904939.69578,85.5715
1556905001.695031,85.6426
1556905056.712687,85.728
1556905117.711244,85.7706
1556905270.699677,85.6853
1556905322.709645,85.6853
1556905362.712767,85.4293
1556905411.697294,85.3226
1556905496.698435,85.3013
1556905530.695197,85.20525
1556905602.712193,85.13056666666667
1556905667.711848,85.098575
1556905755.713859,85.0026
1556905827.708143,85.0452
1556905887.707523,84.9593
1556905897.707667,85.0026
1556905979.706664,84.9159
1556906021.710528,85.05946666666667
1556906115.712172,85.06655
1556906318.708234,85.1306
1556906407.696474,85.1732
1556906449.695962,85.15899999999999
1556906545.69673,85.1306
1556906555.696904,85.1519
1556906615.697508,85.1306
1556906684.711693,85.00225
1556906767.709832,84.8292
1556906805.698801,84.80754999999999
1556906884.69801,84.80754999999999
1556906955.706899,84.7425
1556906975.706791,84.7642
1556907036.698198,84.7859
1556907091.694138,84.6992
1556907209.71107,84.6125
1556907262.710221,84.6125
1556907272.710465,84.5691
1556907424.706756,84.54745
1556907474.707754,84.26566666666668
1556907522.706232,84.092275
1556907592.703861,83.9839
1556907632.705371,83.93333333333332
1556907705.711722,83.99475000000001
1556907774.710168,84.04893333333334
1556907815.700175,84.092275
1556907871.69975,84.1356
1556907933.697707,84.0706
1556908132.693955,83.75993333333334
1556908172.695606,83.61540000000001
1556908242.696922,83.5504
1556908329.710475,83.5287
1556908353.709938,83.51426666666667
