timestamp,value
1556886504.675575,69.5843
1556886524.675786,69.5616
1556886597.682093,69.60705
1556886640.672406,69.6298
1556886718.679925,69.6298
1556886796.688852,69.5843
1556886826.689272,69.61463333333334
1556886876.689741,69.6298
1556886943.676205,69.6298
1556887004.674878,69.5843
1556887050.675061,69.6525
1556887118.682801,69.70546666666667
1556887203.671239,69.6752
1556887251.681373,69.69033333333334
1556887293.670548,69.70546666666667
1556887367.688808,69.75465
1556887417.689463,69.7433
1556887490.687602,69.766
1556887570.688608,69.7433
1556887592.674977,69.75086666666668
1556887653.684688,69.766
1556887715.67304,69.7206
1556887771.682886,69.78113333333334
1556887972.677907,69.766
1556888048.687073,69.8114
1556888076.677514,69.8114
1556888161.678674,69.7887
1556888190.674316,69.84166666666668
1556888252.674406,69.8341
1556888348.681541,69.8568
1556888374.674611,69.8341
1556888469.679132,69.8568
1556888559.688499,69.8568
1556888614.67798,69.87950000000001
1556888674.678986,69.90223333333334
1556888732.6752,69.902225
1556888821.673982,69.92495
1556888852.673165,69.93253333333332
1556888910.672632,69.959025
1556888984.682167,69.9704
1556889048.670628,69.9022
1556889099.678853,69.93253333333332
1556889188.677278,69.9477
1556889226.676804,69.9931
1556889277.676299,69.99289999999999
1556889338.676618,69.9929
1556889395.676144,70.02296666666666
1556889506.681816,70.0379
1556889516.681778,70.0155
1556889640.671798,70.0155
1556889690.672254,70.02669999999999
1556889777.677798,70.0677
1556889810.676555,70.0826
1556889911.675011,70.1273
1556889961.684363,70.06025
1556890002.673767,70.1273
1556890052.674464,70.1497
1556890112.675762,70.1609
1556890203.670649,70.14223333333334
1556890233.671821,70.1721
1556890299.681807,70.1721
1556890370.680999,70.15716666666667
1556890417.676662,70.2168
1556890537.684249,70.1721
1556890594.673334,70.25255999999999
1556890654.675166,70.2317
1556890784.680977,70.26150000000001
1556890858.671598,70.3062
1556890905.68978,70.32855
1556890955.690318,70.339725
1556891017.679068,70.3509
1556891086.676213,70.35095000000001
1556891231.674402,70.39564999999999
1556891261.674525,70.4404
1556891311.675087,70.406875
1556891372.681086,70.43146
1556891449.680917,70.41805
1556891493.688636,70.4404
1556891588.680135,70.46275
1556891636.685919,70.50745
1556891714.675467,70.50745
1556891734.676397,70.496275
1556891826.673902,70.55215
1556891872.672534,70.56332499999999
1556891963.681391,70.5745
1556891993.682082,70.5745
1556892042.670017,70.6193
1556892124.678889,70.6342
1556892168.686864,70.664
1556892309.68511,70.664
1556892360.684157,70.7087
1556892390.684726,70.71764
1556892496.682267,70.7981
1556892520.672779,70.7534
1556892601.683953,70.7683
1556892674.679134,70.82050000000001
1556892705.688076,70.7981
1556892758.677465,70.8429
1556892848.678289,70.82796666666667
1556892889.685855,70.82050000000001
1556892960.674031,70.8876
1556892994.674295,70.86525
1556893055.672447,70.90995000000001
1556893111.672021,70.9323
1556893175.670517,70.95465
1556893242.680782,70.977
1556893363.687253,70.977
1556893410.686312,70.99193333333334
1556893482.676715,70.977
1556893531.68423,71.021775
1556893608.678213,71.0665
1556893662.685375,71.0665
1556893864.688805,71.04415
1556893908.678212,71.0218
1556893962.686776,71.0218
1556894051.676195,71.0218
1556894096.684988,70.977
1556894193.676135,70.95018
1556894260.681881,70.9323
1556894351.681496,70.977
1556894374.670855,70.9621
1556894439.690729,70.9323
1556894496.678023,70.9621
1556894580.686235,70.99940000000001
1556894784.674665,70.977
1556894800.672913,70.9323
1556894870.683682,70.9323
1556894956.681231,70.977
1556894996.681624,70.90995000000001
1556895056.689623,70.9323
1556895133.678015,70.8876
1556895163.678662,70.90995000000001
1556895218.686394,70.9025
1556895273.676238,70.90995000000001
1556895336.674634,70.8876
1556895432.672419,70.8876
1556895473.671822,70.8429
1556895533.672843,70.86525
1556895573.673492,70.86525
1556895633.679133,70.82796666666667
1556895694.678242,70.82050000000001
1556895826.677414,70.8429
1556895879.675387,70.82050000000001
1556895945.674474,70.7981
1556896004.674111,70.82050000000001
1556896114.680904,70.7683
1556896174.680443,70.7683
1556896256.681526,70.77575
1556896323.687438,70.7981
1556896526.674025,70.7534
1556896562.673261,70.7087
1556896592.673541,70.7087
1556896802.679273,70.68635
1556896840.688255,70.7087
1556896901.678653,70.664
1556896957.676809,70.64165
1556897055.684722,70.5745
1556897104.68401,70.60436666666668
1556897164.685322,70.5745
1556897314.681124,70.57454999999999
1556897439.688129,70.5298
1556897493.678561,70.5745
1556897569.686611,70.5596
1556897683.684725,70.5745
1556897758.673374,70.50745
1556897808.687349,70.496275
1556897870.682416,70.5298
1556897948.673526,70.4851
1556898046.679816,70.50745
1556898093.677598,70.47019999999999
1556898155.687205,70.45530000000001
1556898231.675893,70.46275
1556898304.686288,70.4851
1556898334.687266,70.46275
1556898390.673423,70.41805
1556898464.671586,70.44040000000001
1556898535.674748,70.39564999999999
1556898575.67518,70.3957
1556898630.688482,70.3957
1556898709.678769,70.3957
1556898793.685825,70.3509
1556898863.686687,70.3062
1556898884.685975,70.32855
1556898963.673965,70.3062
1556899056.672262,70.29129999999999
1556899111.68068,70.2615
1556899176.681548,70.2168
1556899235.687977,70.2168
1556899320.686705,70.1721
1556899413.675168,70.172075
1556899472.685331,70.1497
1556899569.683399,70.0826
1556899599.683524,70.10495
1556899775.680519,70.02296666666666
1556899856.67729,69.9931
1556899957.685863,69.97796666666666
1556900034.685514,69.96283333333334
1556900084.683931,69.92495
1556900138.683068,69.92495
1556900191.685651,69.9022
1556900255.681485,69.87950000000001
1556900347.680123,69.8114
1556900384.681443,69.8114
1556900458.678398,69.8114
1556900566.685963,69.7433
1556900619.675594,69.7206
1556900785.671696,69.6752
1556900795.67433,69.6979
1556900920.678979,69.64115
1556900970.679919,69.66006666666668
1556901031.688141,69.6298
1556901168.685867,69.6298
1556901259.673466,69.5389
1556901279.673696,69.5616
1556901426.681336,69.5162
1556901502.670126,69.4935
1556901531.669546,69.4935
1556901577.680216,69.41404999999999
1556901651.678365,69.4254
1556901691.678855,69.38
1556901756.686178,69.4027
1556901819.674637,69.4027
1556901881.683386,69.3573
1556901939.672928,69.3119
1556902084.669823,69.2665
1556902146.68013,69.3119
1556902230.676714,69.24375
1556902290.67818,69.2483
1556902425.674122,69.16046666666666
1556902474.675945,69.1075
1556902534.68243,69.11506666666666
1556902593.68135,69.09387999999998
1556902717.67852,69.0621
1556902774.678613,69.0621
1556902837.677063,69.0621
1556902972.674475,69.0167
1556903021.673318,69.0167
1556903106.672471,68.994
1556903147.672023,68.9486
1556903203.681078,68.91454999999999
1556903253.681869,68.88803333333333
1556903324.677669,68.9032
1556903385.67804,68.88803333333333
1556903452.67606,68.8577
1556903492.675878,68.84256666666666
1556903558.674976,68.84256666666666
1556903680.672743,68.7669
1556903746.671725,68.70636666666667
1556903822.670098,68.6988
1556903852.670894,68.6761
1556903961.686882,68.6307
1556904043.675292,68.562575
1556904093.675951,68.5398
1556904151.674286,68.5398
1556904224.675254,68.4944
1556904280.673323,68.4717
1556904332.670141,68.449
1556904403.680554,68.3128
1556904493.682233,68.3128
1556904523.682607,68.2674
1556904652.675973,68.2447
1556904692.676394,68.34306666666667
1556904816.674693,68.34306666666667
1556904870.672756,68.3355
1556904956.680383,68.3355
1556905014.679001,68.27875
1556905081.681268,68.222
1556905143.686053,68.222
1556905208.675786,68.2447
1556905246.685064,68.19166666666668
1556905296.685591,68.10842500000001
1556905358.673466,67.9495
1556905413.682018,67.83595
1556905510.671391,67.7224
1556905530.672092,67.677
1556905636.679522,67.5862
1556905669.677779,67.51046666666667
1556905725.675996,67.45898000000001
1556905775.678538,67.46125
1556905940.67286,67.4045
1556905950.673005,67.4272
1556906011.68127,67.5862
1556906079.669492,67.71105
1556906145.668653,67.7224
1556906234.679227,67.7451
1556906254.679347,67.7451
1556906339.67558,67.7678
1556906399.67462,67.7224
1556906481.672934,67.7678
1556906630.670983,67.6997
1556906694.669302,67.6316
1556906738.668525,67.6316
1556906794.677258,67.61646666666667
1556906878.6673,67.6089
1556906911.685692,67.60436000000001
1556906991.684228,67.5635
1556907031.684993,67.56804000000001
1556907130.671608,67.5408
1556907163.680663,67.51805
1556907274.681434,67.52563333333335
1556907352.677046,67.49535
1556907397.669472,67.46125
1556907477.67485,67.1775
1556907515.674279,67.0866
1556907612.683506,67.0412
1556907642.684924,67.01396000000001
1556907708.68218,66.9731
1556907773.669887,66.9731
1556907833.671324,67.0185
1556907873.673155,66.89365000000001
1556907933.673408,66.87473333333334
1556908003.677263,66.802825
1556908075.674458,66.8596
1556908115.675563,66.65520000000001
1556908224.672386,66.4963
1556908234.672491,66.519
1556908301.669984,66.49626666666667
1556908370.669118,66.46596666666666
1556908450.67118,66.49625
1556908470.671404,66.7801
1556908538.676628,66.8596
1556908619.674674,66.84446666666666
1556908660.674381,66.8369
1556908717.684757,66.8596
1556908792.671939,66.69306666666667
1556908872.674051,66.4508
1556908937.671227,66.36
